Location ID,HostGenusID,HostGenusNameScientific,HostSpeciesID,HostSpeciesNameScientific,HostCultivarName,PathogenGenusID,PathogenGenusNameScientific,PathogenSpeciesID,PathogenSpeciesNameScientific,UserInit,ObsYear,CountryID,CountryName,RegionID,Latitude,Longitude,Altitude,LocationName,FieldArea,SurveySiteID,SurveySiteName,Observation ID,ObsDate,SurveyorName,InstitutionName,GrowthStageID,GrowthStageName,Comment,DiseaseID,PathogenSpeciesName,Severity,SeverityName,Incidence,IncidenceName,InfectionType,InfectionTypeName,DiseaseID.1,PathogenSpeciesName.1,Severity.1,SeverityName.1,Incidence.1,IncidenceName.1,InfectionType.1,InfectionTypeName.1,DiseaseID.2,PathogenSpeciesName.2,Severity.2,SeverityName.2,Incidence.2,IncidenceName.2,InfectionType.2,InfectionTypeName.2,Diseased
49852,2,Triticum,1,aestivum,Kubsa,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.29886,42.37746,1990,Midagn,0.5,1,Farmer field,1,9/30/12 0:00,Temam H.,EIAR,3,Flowering,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48501,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4955167,42.3028333,2538,"Afugug, ",0.1,1,Farmer field,1,11/8/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48500,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4882,42.2479667,2556,"Ararsa, ",1,1,Farmer field,1,11/8/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48502,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4556667,42.2417,2535,"Afugug, ",-999.99,1,Farmer field,1,11/8/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,1
48503,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4879333,42.2349,2534,"Afugug, ",0.25,1,Farmer field,1,11/9/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,1
48499,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4868333,42.2146333,2495,"Ifajalala, ",0.5,1,Farmer field,1,11/8/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48504,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4866,42.2141667,2491,"Galtakke, ",0.1,1,Farmer field,1,11/9/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,1
48491,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4834,42.2076833,2447,"Waramohamed, ",0.1,1,Farmer field,1,11/7/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48492,2,Triticum,1,aestivum,Unknown,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4833167,42.2076333,2452,"Waramohamed, ",0.5,1,Farmer field,1,11/7/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48264,2,Triticum,1,aestivum,IMPRUVED,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.29731,42.1817,2538,"AFUGUG, JARSO",0.5,1,Farmer field,1,11/15/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48263,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.29292,42.14878,2556,"ARARSA, JARSO",1.5,1,Farmer field,1,11/15/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,3,High (more than 40 %),3,High (more than 40 %),9,S,1
49848,2,Triticum,1,aestivum,Kubsa,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.29388,42.14483,2400,Afugug,0.25,1,Farmer field,1,9/30/12 0:00,Temam H.,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49847,2,Triticum,1,aestivum,Kubsa,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.29076,42.14076,2420,Afugug,-999.99,1,Farmer field,1,9/30/12 0:00,Temam H.,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,2,Moderate (20 - 40 %),3,High (more than 40 %),7,MS,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49846,2,Triticum,1,aestivum,Kubsa,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.29162,42.13411,2330,Ifajalala,0.5,1,Farmer field,1,9/30/12 0:00,Temam H.,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48262,2,Triticum,1,aestivum,IMPRUVED,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.2921,42.12878,2495,"IFAJALELA, JARSO",1,1,Farmer field,1,11/15/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48261,2,Triticum,1,aestivum,IMPRUVED,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.29004,42.12461,2447,"WEREMEHAMED, KOMBOLCHA",-999.99,1,Farmer field,1,11/15/10 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48498,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.3477167,42.1103333,2060,"Hasangey, ",0.1,1,Farmer field,1,11/7/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48490,2,Triticum,1,aestivum,Not known,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.39755,42.1073167,2186,"Tula, ",0.5,1,Farmer field,1,11/17/11 0:00,Haromaya University,Haromaya University,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48495,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.1169167,42.0810833,1664,"Sugdug, ",0.25,1,Farmer field,1,11/7/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48260,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.23853,42.06439,2186,"TULA, KOMBOLCHA",0.5,1,Farmer field,1,11/15/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,3,Stripe Rust,3,High (more than 40 %),3,High (more than 40 %),9,S,1
48532,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4196333,42.0433167,2031,"Haramaya Uni, ",-999.99,4,Trial,1,11/6/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
46183,-9, N/A,-9, N/A,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,9.41557,42.03683,2016,Haromaya University,-999.99,1,Farmer field,1,11/26/08 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
46184,-9, N/A,-9, N/A,,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,9.41557,42.03683,2016,Haromaya University,-999.99,1,Farmer field,1,11/26/08 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49853,2,Triticum,1,aestivum,Kakaba,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Miain campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,,1,Stem rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),3,MR,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49854,2,Triticum,1,aestivum,Tusie,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,,1,Stem rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),3,MR,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49855,2,Triticum,1,aestivum,Danda-|-a,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,10,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),1,R,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49856,2,Triticum,1,aestivum,Meda Wolabu,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,11,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49857,2,Triticum,1,aestivum,Digelu,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,12,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49858,2,Triticum,1,aestivum,Sofumer,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,13,1,Stem rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),7,MS,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,3,Stripe Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,1
49859,2,Triticum,1,aestivum,Tay,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,14,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49860,2,Triticum,1,aestivum,Tay,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,15,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49861,2,Triticum,1,aestivum,Cook,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,16,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49862,2,Triticum,1,aestivum,Local red,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,17,1,Stem rust,2,Moderate (20 - 40 %),2,Moderate (20 - 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49863,2,Triticum,1,aestivum,HAR 723,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,18,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49864,2,Triticum,1,aestivum,Seri 82 =VEES=FALAY,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,10/31/12 0:00,Temam H.,EIAR,6,Maturity,19,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),7,MS,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
49865,2,Triticum,1,aestivum,Chris,2,Puccinia,0, sp.,GEW,2012,ET,Ethiopia,0,9.24969,42.02219,1980,Main campus,-999.99,4,Trial,1,11/24/12 0:00,Temam H.,EIAR,6,Maturity,20,1,Stem rust,1,Low (less than 20 %),1,Low (less than 20 %),3,MR,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48270,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.25178,42.02199,2031,"MAIN CAMPUS, HAROMAYA",-999.99,4,Trial,1,11/17/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48271,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.25178,42.02199,2031,"MAIN CAMPUS, HAROMAYA",-999.99,4,Trial,1,11/17/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48272,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.25178,42.02199,2031,"MAIN CAMPUS, HAROMAYA",-999.99,4,Trial,1,11/17/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48273,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.25178,42.02199,2031,"MAIN CAMPUS, HAROMAYA",-999.99,4,Trial,1,11/17/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48274,2,Triticum,1,aestivum,,2,Puccinia,0, sp.,GEW,2010,ET,Ethiopia,0,9.25178,42.02199,2031,"MAIN CAMPUS, HAROMAYA",-999.99,4,Trial,1,11/17/10 0:00,EIAR,EIAR,5,Dough,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
46164,-9, N/A,-9, N/A,HAR3116,2,Puccinia,0, sp.,GEW,2008,ET,Ethiopia,0,9.41693,41.95143,2032,Adele,0.1,1,Farmer field,1,11/19/08 0:00,EIAR,EIAR,6,Maturity,,1,Stem rust,3,High (more than 40 %),3,High (more than 40 %),9,S,2,Leaf Rust,-9,N/A,0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,1
48506,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4476333,41.8387,2133,"Yabetalencha, ",1,1,Farmer field,1,11/9/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48505,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4476,41.8386667,2133,"Metekoma, ",0.25,1,Farmer field,1,11/9/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48508,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.4478333,41.8337,2128,"Unidentified, ",0.5,1,Farmer field,1,11/9/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48524,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.20825,41.8138333,2519,"Odagudina, ",0.25,1,Farmer field,1,11/14/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48531,2,Triticum,1,aestivum,HAR 1685,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.1315167,41.8137833,2490,"Hulajeneta, ",0.5,1,Farmer field,1,11/15/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,1,Low (less than 20 %),3,High (more than 40 %),9,S,1
48523,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.23425,41.8136333,2405,"Jirubalina, ",0.5,1,Farmer field,1,11/14/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48525,2,Triticum,1,aestivum,Improved,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.2342,41.8133667,2397,"Jirubalina, ",0.5,1,Farmer field,1,11/14/11 0:00,Haromaya University,Haromaya University,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48528,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.2313167,41.81225,2421,"Odabalena, ",0.1,1,Farmer field,1,11/15/11 0:00,Haromaya University,Haromaya University,5,Dough,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
48526,2,Triticum,1,aestivum,Local,2,Puccinia,0, sp.,GEW,2011,ET,Ethiopia,0,9.2067,41.8008167,2491,"Rasajenata, ",0.5,1,Farmer field,1,11/14/11 0:00,Haromaya University,Haromaya University,4,Milk,,1,Stem rust,0,None (0),0,None (0),-9,N/A,2,Leaf Rust,0,None (0),0,None (0),-9,N/A,3,Stripe Rust,0,None (0),0,None (0),-9,N/A,0
